classification_axis	classification_label	classification_source	classification_level	is_inferred	protein_assertion_count
specialist_classification	TCDB: 2.A.60.1.9	TCDB	ADDITIONAL	0	1
specialist_classification	TCDB: 2.A.7.10.1	TCDB	ADDITIONAL	0	1
specialist_classification	TCDB: 2.A.7.11.1	TCDB	ADDITIONAL	0	1
specialist_classification	TCDB: 2.A.7.12.1	TCDB	ADDITIONAL	0	1
specialist_classification	TCDB: 2.A.7.15.2	TCDB	ADDITIONAL	0	1
specialist_classification	TCDB: 2.A.7.16.1	TCDB	ADDITIONAL	0	1
specialist_classification	TCDB: 3.A.1.201.1	TCDB	ADDITIONAL	0	1
specialist_classification	TCDB: 3.A.1.201.2	TCDB	ADDITIONAL	0	1
specialist_classification	TCDB: 3.A.1.201.3	TCDB	ADDITIONAL	0	1
specialist_classification	TCDB: 3.A.1.203.1	TCDB	ADDITIONAL	0	1
specialist_classification	TCDB: 3.A.1.203.3	TCDB	ADDITIONAL	0	1
specialist_classification	TCDB: 3.A.1.204.1	TCDB	ADDITIONAL	0	1
specialist_classification	TCDB: 3.A.1.208.10	TCDB	ADDITIONAL	0	1
specialist_classification	TCDB: 3.A.1.208.2	TCDB	ADDITIONAL	0	1
specialist_classification	TCDB: 3.A.1.208.4	TCDB	ADDITIONAL	0	1
specialist_classification	TCDB: 3.A.1.208.7	TCDB	ADDITIONAL	0	1
specialist_classification	TCDB: 3.A.1.208.8	TCDB	ADDITIONAL	0	1
specialist_classification	TCDB: 3.A.1.208.9	TCDB	ADDITIONAL	0	1
specialist_classification	TCDB: 3.A.1.210.4	TCDB	ADDITIONAL	0	1
specialist_classification	TCDB: 3.A.1.210.6	TCDB	ADDITIONAL	0	1
specialist_classification	TCDB: 3.A.1.211.3	TCDB	ADDITIONAL	0	1
specialist_classification	TCDB: 3.A.3.2.5	TCDB	ADDITIONAL	0	1
specialist_classification	TCDB: 3.A.3.2.7	TCDB	ADDITIONAL	0	1
specialist_classification	TCDB: 3.A.3.5.3	TCDB	ADDITIONAL	0	1
specialist_classification	TCDB: 3.A.3.5.6	TCDB	ADDITIONAL	0	1
specialist_classification	TCDB: 8.A.16.1.2	TCDB	PRIMARY	0	1
specialist_classification	TCDB: 8.A.5.1.1	TCDB	PRIMARY	0	1
specialist_classification	TCDB: 8.A.9.2.1	TCDB	ADDITIONAL	0	1
specialist_classification	TCDB: 9.A.19.4.1	TCDB	ADDITIONAL	0	1
specialist_classification	TCDB: 9.B.17.1.5	TCDB	ADDITIONAL	0	1
structural_family	G protein-coupled receptor 1 family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	676
structural_family	Immunoglobulin-like domain superfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	183
structural_family	Immunoglobulin-like fold	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	182
structural_family	unclassified	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	104
structural_family	Cadherin-like superfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	97
structural_family	PH-like domain superfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	66
structural_family	Small GTPase superfamily, Rab family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	63
structural_family	C-type lectin fold	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	61
structural_family	Cytochrome P450 family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	57
structural_family	C-type lectin-like/link domain superfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	52
structural_family	Mitochondrial carrier (TC 2.A.29) family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	52
structural_family	Zinc finger, RING/FYVE/PHD-type	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	49
structural_family	PH-like domain superfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	48
structural_family	C2 domain superfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	41
structural_family	EF-hand domain pair	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	35
structural_family	Immunoglobulin-like fold	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	32
structural_family	Leucine-rich repeat domain superfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	32
structural_family	Tetraspanin (TM4SF) family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	31
structural_family	Zinc finger, RING/FYVE/PHD-type	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	31
structural_family	Peptidase S1 family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	29
structural_family	Rho GTPase activation protein	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	29
structural_family	G protein-coupled receptor T2R family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	28
structural_family	Sorting nexin family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	28
structural_family	Fibronectin type III superfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	27
structural_family	Leucine-rich repeat domain superfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	27
structural_family	Cadherin	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	26
structural_family	G protein-coupled receptor 2 family, Adhesion G protein-coupled receptor (ADGR) subfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	26
structural_family	Catenin binding domain superfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	25
structural_family	Immunoglobulin superfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	25
structural_family	Ankyrin repeat-containing domain superfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	24
structural_family	Claudin family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	24
structural_family	Major facilitator (TC 2.A.1) superfamily, Organic cation transporter (TC 2.A.1.19) family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	24
structural_family	Ubiquitin-like domain superfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	24
structural_family	Growth factor receptor cysteine-rich domain superfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	23
structural_family	SH3-like domain superfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	23
structural_family	Short-chain dehydrogenases/reductases (SDR) family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	22
structural_family	UDP-glycosyltransferase family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	22
structural_family	Zinc finger, FYVE/PHD-type	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	22
structural_family	C-type lectin and snaclec domain-containing protein	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	20
